Unnamed: 0,小区名字,总价,户型,建筑面积,单价,朝向,楼层,装修,区域,楼房结构,房源发布时间
209,保利紫荆花语,105万,3室2厅1卫, 105.81平米 ,9924元/平米,南,高楼层,精装,新都区, 板塔结合, 6个月前
210,阳光100米娅中心一期,79万,1室1厅2卫, 44.5平米 ,17753元/平米,南,中楼层,简装,成华区, 板塔结合, 1个月前
211,温江一地,85万,3室2厅1卫, 122.82平米 ,6921元/平米,西南,高楼层,毛坯,双流区, 板楼, 7个月前
212,艺锦湾一期,148万,3室2厅1卫, 117.55平米 ,12591元/平米,南北,低楼层,简装,龙泉驿区, 板塔结合, 5个月前
213,美城云庭,130万,2室2厅1卫, 94.58平米 ,13745元/平米,东,低楼层,精装,双流区, 板塔结合, 11个月前
214,西宸原著,336万,4室2厅1卫, 133.81平米 ,25111元/平米,东北,中楼层,精装,金牛区, 板塔结合, 1年前
215,新鸿基悦城,298万,3室2厅3卫, 155.7平米 ,19140元/平米,西南,中楼层,精装,天府新区, 板塔结合, 6个月前
216,双桂社区36号院,113万,2室1厅1卫, 79.17平米 ,14274元/平米,南北,高楼层,精装,高新区, 板塔结合, 2个月前
217,莲花社区,65万,2室2厅1卫, 75.51平米 ,8609元/平米,西南,中楼层,简装,双流区, 暂无数据, 3个月前
218,朗基御今缘,450万,4室2厅1卫, 130.45平米 ,34496元/平米,东南,高楼层,精装,高新区, 板塔结合, 7个月前
219,优品道三期,205万,3室2厅1卫, 92.77平米 ,22098元/平米,东,中楼层,精装,青羊区, 板塔结合, 2个月前
220,航天大院,36万,2室2厅1卫, 68.14平米 ,5284元/平米,北南,中楼层,简装,温江区, 板楼, 10个月前
221,蓝光coco金沙二期,149万,3室2厅1卫, 73.69平米 ,20220元/平米,西,中楼层,简装,青羊区, 板塔结合, 3个月前
222,懋山湖,390万,5室3厅1卫, 297.11平米 ,13127元/平米,东南,低楼层,毛坯,龙泉驿区, 板楼, 9个月前
223,保利大都汇璟汇,148万,3室2厅1卫, 108.12平米 ,13689元/平米,南,高楼层,精装,新都区, 板塔结合, 11个月前
224,峰度天下,230万,2室1厅1卫, 77.25平米 ,29774元/平米,东,中楼层,精装,高新区, 板塔结合, 11个月前
225,绿地国际花都三期,124万,4室2厅2卫, 124.85平米 ,9924元/平米,东南,中楼层,精装,郫都区, 塔楼, 7个月前
226,鼎犀名城,107万,3室1厅1卫, 82.47平米 ,12975元/平米,东南,高楼层,精装,郫都区, 板塔结合, 6个月前
227,二道桥街74号,82万,2室1厅2卫, 63.74平米 ,12865元/平米,东南,中楼层,简装,青羊区, 板楼, 1年前
228,天山名苑,83万,4室2厅2卫, 137.09平米 ,6040元/平米,南,低楼层,简装,新津区, 板楼, 5个月前
229,枫尚领域,85万,3室2厅1卫, 91.43平米 ,9297元/平米,东南,中楼层,精装,都江堰市, 板楼, 1个月前
230,富豪尚都,125万,3室2厅1卫, 117.23平米 ,10663元/平米,南北,中楼层,简装,新都区, 塔楼, 1年前
231,青南美湾,115万,2室2厅1卫, 77.65平米 ,14811元/平米,东南,高楼层,简装,天府新区, 板塔结合, 11个月前
232,全鑫苑,32万,1室1厅1卫, 46.36平米 ,6903元/平米,北,中楼层,其他,龙泉驿区, 板楼, 15天前
233,中坝小区,46万,1室1厅1卫, 45.68平米 ,10071元/平米,南,中楼层,简装,青羊区, 板楼, 6个月前
234,锦西国际,50万,2室1厅1卫, 34.06平米 ,14680元/平米,北,高楼层,精装,金牛区, 塔楼, 1年前
235,花样年智荟城,69万,3室1厅1卫, 98.88平米 ,6928元/平米,东南,中楼层,精装,崇州市, 暂无数据, 5个月前
236,今日花园,105万,4室2厅1卫, 173.17平米 ,6064元/平米,东南,高楼层,简装,郫都区, 板楼, 1年前
237,航天大院,36万,2室2厅1卫, 68.14平米 ,5284元/平米,北南,中楼层,简装,温江区, 板楼, 10个月前
238,蓝光锦绣城,163万,3室2厅1卫, 87.1平米 ,18715元/平米,东北,中楼层,精装,成华区, 板塔结合, 4个月前
239,懋山湖,390万,5室3厅1卫, 297.11平米 ,13127元/平米,东南,低楼层,毛坯,龙泉驿区, 板楼, 9个月前
240,银诚东方国际一期,58万,2室2厅1卫, 74.8平米 ,7688元/平米,南,高楼层,毛坯,龙泉驿区, 板楼, 3个月前
241,北辰香麓,328万,3室2厅1卫, 115.58平米 ,28379元/平米,东南,中楼层,精装,高新区, 塔楼, 5个月前
242,瑞丰花园,120万,3室2厅1卫, 109.84平米 ,10925元/平米,南,低楼层,毛坯,双流区, 塔楼, 4个月前
243,学府美地,80万,3室1厅2卫, 121.93平米 ,6545元/平米,东南,中楼层,精装,温江区, 板楼, 1个月前
244,春天大道,159万,3室2厅1卫, 130.14平米 ,12218元/平米,南,低楼层,精装,温江区, 板塔结合, 8个月前
245,双楠三区,82万,2室1厅1卫, 79.39平米 ,10329元/平米,南,中楼层,简装,武侯区, 板楼, 5个月前
246,上锦雅筑,125万,2室2厅1卫, 85.19平米 ,14674元/平米,东,中楼层,简装,武侯区, 板塔结合, 10个月前
247,鲁能公馆1区,165万,3室2厅1卫, 76.38平米 ,21603元/平米,西,中楼层,简装,成华区, 板楼, 1年前
248,三合嘉苑,60万,2室2厅2卫, 79.28平米 ,7543元/平米,南,低楼层,其他,新都区, 板楼, 8个月前
249,金科一城,88万,2室1厅2卫, 51.6平米 ,17055元/平米,南,中楼层,精装,成华区, 塔楼, 7个月前
250,合能珍宝琥珀,85万,3室1厅1卫, 85.5平米 ,9942元/平米,南,中楼层,简装,温江区, 板塔结合, 11个月前
251,蓝光金悦金沙,119万,3室2厅1卫, 85.15平米 ,13976元/平米,东北,中楼层,毛坯,金牛区, 板塔结合, 5个月前
252,东洪广厦,135万,3室1厅2卫, 88.13平米 ,15319元/平米,西北,低楼层,精装,锦江区, 板塔结合, 8个月前
253,汇景新城,125万,3室2厅1卫, 93.86平米 ,13318元/平米,南,中楼层,精装,新都区, 板塔结合, 6个月前
254,布鲁明顿广场,229万,3室1厅1卫, 93.88平米 ,24393元/平米,南,中楼层,精装,高新区, 板塔结合, 1年前
255,红运花园佳苑,65万,2室1厅1卫, 59.3平米 ,10962元/平米,南,高楼层,精装,武侯区, 板楼, 6个月前
256,邦泰华府公馆,92万,3室2厅2卫, 70.78平米 ,12999元/平米,东南,高楼层,精装,双流区, 板塔结合, 1年前
257,光华馨地,79万,2室2厅1卫, 55.61平米 ,14207元/平米,南,低楼层,精装,青羊区, 板塔结合, 7个月前
258,万科金域名邸二期,405万,4室2厅2卫, 110.7平米 ,36586元/平米,南北,中楼层,精装,高新区, 板塔结合, 9个月前
259,香槟花园,240万,3室2厅2卫, 124.06平米 ,19346元/平米,东西,低楼层,精装,青羊区, 板楼, 7个月前
260,祥和居(龙泉驿),64万,3室2厅1卫, 138.69平米 ,4615元/平米,东南,中楼层,简装,龙泉驿区, 板楼, 9个月前
261,九峰·东方明珠,76万,3室1厅1卫, 112.39平米 ,6763元/平米,南,高楼层,毛坯,龙泉驿区, 塔楼, 9个月前
262,蜀郡又一城,216万,3室1厅1卫, 109.57平米 ,19714元/平米,南,高楼层,精装,天府新区, 塔楼, 9个月前
263,绿地国际花都三期,93万,4室2厅1卫, 126.05平米 ,7379元/平米,西南,高楼层,简装,郫都区, 塔楼, 1年前
264,锦江逸家,152万,3室1厅2卫, 62.32平米 ,24391元/平米,东南,中楼层,简装,锦江区, 塔楼, 6个月前
265,听湖九园,115万,4室2厅1卫, 134.78平米 ,8533元/平米,东南,中楼层,精装,青白江区, 板塔结合, 1年前
266,中坝小区,46万,1室1厅1卫, 45.68平米 ,10071元/平米,南,中楼层,简装,青羊区, 板楼, 6个月前
267,恒大天府半岛4期,280万,4室1厅1卫, 137.57平米 ,20354元/平米,东南,低楼层,精装,天府新区, 板塔结合, 1年前
268,花样年智荟城,69万,3室1厅2卫, 98.88平米 ,6928元/平米,东南,中楼层,精装,崇州市, 暂无数据, 5个月前
269,九峰国际,210万,3室2厅1卫, 109.42平米 ,19193元/平米,东北,高楼层,精装,武侯区, 板楼, 1年前
270,清水河畔,125万,3室1厅1卫, 98.18平米 ,12732元/平米,西南,高楼层,简装,青羊区, 板塔结合, 11个月前
271,航丽广场,88万,4室2厅1卫, 142.87平米 ,6160元/平米,东,中楼层,毛坯,彭州市, 板楼, 1年前
272,青南美湾,115万,2室2厅2卫, 77.65平米 ,14811元/平米,东南,高楼层,简装,天府新区, 板塔结合, 11个月前
273,人居锦尚春天A区,106万,2室1厅2卫, 76.86平米 ,13792元/平米,西北,低楼层,简装,锦江区, 板塔结合, 1年前
274,蓝光金悦金沙,119万,3室2厅1卫, 85.15平米 ,13976元/平米,东北,中楼层,毛坯,金牛区, 板塔结合, 5个月前
275,泰和欧城,50万,3室2厅1卫, 89.94平米 ,5538元/平米,东南,中楼层,其他,青白江区, 塔楼, 1年前
276,红运花园佳苑,65万,2室1厅1卫, 59.3平米 ,10962元/平米,南,高楼层,精装,武侯区, 板楼, 6个月前
277,三利麓山城春风里,169万,3室2厅1卫, 107.3平米 ,15751元/平米,南,高楼层,简装,天府新区, 板塔结合, 1年前
278,汇景新城,125万,3室2厅1卫, 93.86平米 ,13318元/平米,南,中楼层,精装,新都区, 板塔结合, 6个月前
279,柳城印象,105万,3室2厅2卫, 108.28平米 ,9698元/平米,东北,高楼层,精装,温江区, 板塔结合, 1年前
280,华润公园九里三期,187万,4室1厅1卫, 133.21平米 ,14038元/平米,南,高楼层,毛坯,双流区, 板塔结合, 9个月前
281,麓山国际半月湾,160万,2室1厅1卫, 91.52平米 ,17483元/平米,东,低楼层,毛坯,天府新区, 塔楼, 1年前
282,翰林世家,115万,3室2厅1卫, 116.4平米 ,9880元/平米,东南,中楼层,简装,温江区, 板塔结合, 1个月前
283,花桥雅苑,34万,2室2厅1卫, 72.39平米 ,4697元/平米,南北,低楼层,毛坯,新津区, 板塔结合, 1年前
284,新鸿基悦城,298万,3室2厅1卫, 155.7平米 ,19140元/平米,西南,中楼层,精装,天府新区, 板塔结合, 6个月前
285,隆鑫印象城邦,93万,3室2厅1卫, 97.38平米 ,9499元/平米,南,低楼层,精装,新津区, 板塔结合, 1年前
286,美城云庭,130万,2室2厅1卫, 94.58平米 ,13745元/平米,东,低楼层,精装,双流区, 板塔结合, 11个月前
287,华润国际社区,135万,3室1厅1卫, 79.66平米 ,16948元/平米,西,低楼层,简装,龙泉驿区, 板塔结合, 1年前
288,静水香榭,70万,3室1厅1卫, 115.77平米 ,6004元/平米,南,中楼层,毛坯,温江区, 板塔结合, 4个月前
289,朗基少帅府,128万,3室2厅1卫, 82.35平米 ,15544元/平米,西南,高楼层,精装,郫都区, 塔楼, 6个月前
290,格林城,122万,2室1厅1卫, 70.67平米 ,17264元/平米,东南,低楼层,简装,双流区, 板塔结合, 9个月前
291,万科理想城三期·星河,108万,3室1厅2卫, 73.91平米 ,14613元/平米,西北,高楼层,精装,郫都区, 塔楼, 10个月前
292,驿都城,105万,3室2厅1卫, 79.53平米 ,13203元/平米,东北,中楼层,精装,龙泉驿区, 塔楼, 8个月前
293,康桥品上,86万,2室2厅4卫, 89.35平米 ,9581元/平米,南,中楼层,精装,双流区, 塔楼, 6个月前
294,华腾舒云居,88万,2室2厅2卫, 57.16平米 ,15396元/平米,东南,低楼层,精装,双流区, 板塔结合, 9个月前
295,桃园柳岸,89万,3室2厅1卫, 118.05平米 ,7540元/平米,东北,中楼层,精装,郫都区, 板楼, 11个月前
296,蜀镇尚楠湾,138万,3室2厅1卫, 117.61平米 ,11734元/平米,南,中楼层,毛坯,双流区, 板塔结合, 8个月前
297,印象金沙,130万,2室2厅1卫, 89.35平米 ,14550元/平米,东南,低楼层,简装,青羊区, 板塔结合, 2个月前
298,现代新居C区,60万,2室2厅5卫, 74.31平米 ,8048元/平米,南,低楼层,毛坯,龙泉驿区, 暂无数据, 6个月前
299,北斗七星城,26万,2室1厅1卫, 41.17平米 ,6316元/平米,南,高楼层,精装,金牛区, 塔楼, 7个月前
300,瑞升橡树林华府,112万,2室2厅1卫, 79.49平米 ,14090元/平米,东南,中楼层,精装,双流区, 塔楼, 6个月前
301,华宇旭辉锦绣花城,229万,4室2厅2卫, 136.02平米 ,16836元/平米,东,高楼层,精装,成华区, 板塔结合, 7个月前
302,静水香榭,78万,3室2厅1卫, 117.42平米 ,6643元/平米,东南,中楼层,精装,温江区, 板塔结合, 6个月前
303,兴城融域,175万,3室2厅1卫, 127.51平米 ,13725元/平米,南,低楼层,简装,青羊区, 塔楼, 7个月前
304,东林小区,70万,2室1厅1卫, 71.94平米 ,9731元/平米,北,中楼层,毛坯,成华区, 板楼, 6个月前
305,幸福世家,43万,2室1厅1卫, 56.57平米 ,7602元/平米,东南,低楼层,精装,都江堰市, 塔楼, 5个月前
306,东原城,54万,2室2厅1卫, 71.98平米 ,7503元/平米,东,高楼层,简装,温江区, 板塔结合, 6个月前
307,万科金色城市二期,149万,3室1厅1卫, 88.28平米 ,16879元/平米,南北,高楼层,精装,龙泉驿区, 板塔结合, 7个月前
308,兴元丽园A区,80万,2室1厅2卫, 65.04平米 ,12301元/平米,南北,高楼层,精装,武侯区, 板塔结合, 6个月前
309,时代锦绣,169万,3室2厅2卫, 94.68平米 ,17850元/平米,东南,中楼层,其他,武侯区, 板塔结合, 7个月前
310,鲁能公馆1区,165万,3室2厅1卫, 76.38平米 ,21603元/平米,西,中楼层,简装,成华区, 板楼, 1年前
311,龙锦湾,90万,2室1厅1卫, 77.73平米 ,11528元/平米,南,高楼层,简装,龙泉驿区, 塔楼, 4个月前
312,金地天府城,100万,2室2厅1卫, 68.09平米 ,14614元/平米,南,高楼层,简装,高新区, 塔楼, 5个月前
313,华府幸福城,72万,3室2厅1卫, 96.57平米 ,7456元/平米,东南,高楼层,简装,龙泉驿区, 暂无数据, 5个月前
314,蓝光圣菲TOWN城,106万,3室2厅1卫, 86.37平米 ,12273元/平米,南,低楼层,简装,双流区, 塔楼, 5个月前
315,洛森堡,128万,3室2厅2卫, 93.48平米 ,13693元/平米,西南,高楼层,毛坯,天府新区, 塔楼, 5个月前
316,嘉美地,95万,2室1厅1卫, 59.06平米 ,16086元/平米,东,低楼层,精装,双流区, 板塔结合, 5个月前
317,东润风尚,46万,1室0厅1卫, 31.41平米 ,14646元/平米,东,中楼层,简装,锦江区, 塔楼, 6个月前
318,悦民苑,99万,2室1厅1卫, 89.91平米 ,11012元/平米,东南,低楼层,简装,金牛区, 板楼, 1个月前
319,天府香城印象,75万,3室1厅1卫, 88.99平米 ,8428元/平米,南,低楼层,简装,新都区, 板塔结合, 5个月前
320,卓锦城五期,185万,3室1厅1卫, 86.13平米 ,21480元/平米,东北,中楼层,精装,锦江区, 塔楼, 5个月前
321,居家福地,54万,1室1厅2卫, 60.21平米 ,8936元/平米,南,高楼层,简装,成华区, 板楼, 1个月前
322,天合汇锦城,255万,2室2厅1卫, 87.06平米 ,29291元/平米,东,高楼层,精装,高新区, 塔楼, 5个月前
323,中海锦江城云熙一期,215万,3室2厅2卫, 110.94平米 ,19380元/平米,南,中楼层,精装,天府新区, 塔楼, 5个月前
324,万达城闲山悦四区,65万,3室2厅1卫, 94平米 ,6894元/平米,东南,低楼层,其他,都江堰市, 板塔结合, 5个月前
325,远光水印城,170万,3室2厅1卫, 131.97平米 ,12882元/平米,西北,高楼层,精装,天府新区, 板塔结合, 7个月前
326,玉林南路102号,84万,2室1厅1卫, 60.72平米 ,13834元/平米,东,低楼层,简装,高新区, 板楼, 5个月前
327,人民南路四段20号,95万,3室1厅1卫, 64.55平米 ,14718元/平米,南,中楼层,简装,武侯区, 板楼, 6个月前
328,中海右岸,160万,2室2厅1卫, 70.86平米 ,22580元/平米,北,高楼层,精装,双流区, 板塔结合, 5个月前
329,霏红榭,90万,3室1厅2卫, 99.12平米 ,9080元/平米,东南,低楼层,精装,龙泉驿区, 板塔结合, 4个月前
330,电力公寓,63万,2室2厅1卫, 96.39平米 ,6536元/平米,东南,低楼层,精装,温江区, 板楼, 4个月前
331,蓝润棠湖春天,79万,2室1厅1卫, 57.59平米 ,13683元/平米,西,高楼层,其他,双流区, 板楼, 4个月前
332,华府世家,150万,2室2厅2卫, 80.26平米 ,18690元/平米,南,中楼层,简装,青羊区, 塔楼, 4个月前
333,怡泰花园,63万,1室1厅1卫, 46.39平米 ,13581元/平米,西,高楼层,精装,武侯区, 板楼, 4个月前
334,龙湖九里晴川,205万,3室1厅1卫, 79.66平米 ,25735元/平米,东西,高楼层,精装,高新区, 板塔结合, 4个月前
335,怡景城市花苑,57万,2室1厅1卫, 53.81平米 ,10556元/平米,东南,低楼层,精装,郫都区, 塔楼, 3个月前
336,青房天韵华庭,125万,2室2厅2卫, 79.94平米 ,15637元/平米,西南,低楼层,简装,金牛区, 板塔结合, 4个月前
337,翡翠积家,47万,2室2厅2卫, 77.51平米 ,6000元/平米,东南,高楼层,毛坯,都江堰市, 塔楼, 4个月前
338,成龙花园,52万,1室1厅1卫, 43.72平米 ,11894元/平米,南,中楼层,简装,锦江区, 板楼, 3个月前
339,蔚蓝阁A区,499万,3室2厅2卫, 151.36平米 ,32968元/平米,东北,高楼层,精装,天府新区, 塔楼, 21天前
340,中房蓝水湾,175万,3室2厅2卫, 119.67平米 ,14624元/平米,西南,中楼层,其他,成华区, 塔楼, 2个月前
341,合能四季城二期,90万,3室2厅1卫, 78.9平米 ,11407元/平米,东南,低楼层,精装,郫都区, 板塔结合, 1个月前
342,青南美湾,115万,2室1厅5卫, 72.97平米 ,15760元/平米,西,中楼层,精装,天府新区, 板塔结合, 8个月前
343,德坤海地亚,69万,3室1厅2卫, 91.08平米 ,7576元/平米,东,高楼层,精装,温江区, 板塔结合, 10个月前
344,维也纳花园一期,88万,4室2厅1卫, 123.43平米 ,7130元/平米,南,低楼层,精装,新都区, 板楼, 5个月前
345,蓝光凯丽美域,248万,3室1厅2卫, 101.2平米 ,24506元/平米,东南,中楼层,精装,青羊区, 塔楼, 7个月前
346,尚房国际公馆,186万,3室1厅1卫, 113.82平米 ,16342元/平米,东南,高楼层,精装,武侯区, 板塔结合, 4个月前
347,富力桃园B区,97万,3室2厅1卫, 93.79平米 ,10321元/平米,西北,低楼层,精装,新都区, 板塔结合, 26天前
348,听湖九园,88万,3室2厅1卫, 94.02平米 ,9360元/平米,东,低楼层,其他,青白江区, 板塔结合, 4个月前
349,御龙山二期,178万,2室2厅1卫, 84.71平米 ,21013元/平米,北,低楼层,精装,成华区, 板塔结合, 2个月前
350,中铁丽景书香,82万,3室1厅2卫, 71.48平米 ,11472元/平米,西南,中楼层,简装,温江区, 板塔结合, 2个月前
351,金秋乐园一期,37万,2室1厅1卫, 75.92平米 ,4848元/平米,东南,低楼层,毛坯,新津区, 板楼, 7个月前
352,交大靓典,99万,2室1厅1卫, 81.81平米 ,12102元/平米,东南,高楼层,简装,青羊区, 塔楼, 1个月前
353,中铁城锦南汇,235万,4室2厅2卫, 135.73平米 ,17314元/平米,南,中楼层,精装,高新区, 塔楼, 6个月前
354,滨江两岸,118万,3室2厅2卫, 92.12平米 ,12810元/平米,西南,低楼层,简装,郫都区, 塔楼, 4个月前
355,曼哈顿自然派,72万,1室1厅1卫, 59.73平米 ,12055元/平米,南,低楼层,精装,武侯区, 板塔结合, 7个月前
